participant_id,attempt_id,gender,height_cm,weight_kg,distance_cm,entry,takeoff,takeoff_mid,peak,landing_mid,landing,has_all_indices,entry_arm_raise,entry_leg_forward,entry_knee_angle,entry_hip_angle,entry_trunk_lean_deg,entry_trunk_lean_signed_deg,entry_midhip_x,entry_kps_conf_mean,entry_kps_conf_min,entry_kps_valid_ratio,takeoff_arm_raise,takeoff_leg_forward,takeoff_knee_angle,takeoff_hip_angle,takeoff_trunk_lean_deg,takeoff_trunk_lean_signed_deg,takeoff_midhip_x,takeoff_kps_conf_mean,takeoff_kps_conf_min,takeoff_kps_valid_ratio,takeoff_mid_arm_raise,takeoff_mid_leg_forward,takeoff_mid_knee_angle,takeoff_mid_hip_angle,takeoff_mid_trunk_lean_deg,takeoff_mid_trunk_lean_signed_deg,takeoff_mid_midhip_x,takeoff_mid_kps_conf_mean,takeoff_mid_kps_conf_min,takeoff_mid_kps_valid_ratio,peak_arm_raise,peak_leg_forward,peak_knee_angle,peak_hip_angle,peak_trunk_lean_deg,peak_trunk_lean_signed_deg,peak_midhip_x,peak_kps_conf_mean,peak_kps_conf_min,peak_kps_valid_ratio,landing_mid_arm_raise,landing_mid_leg_forward,landing_mid_knee_angle,landing_mid_hip_angle,landing_mid_trunk_lean_deg,landing_mid_trunk_lean_signed_deg,landing_mid_midhip_x,landing_mid_kps_conf_mean,landing_mid_kps_conf_min,landing_mid_kps_valid_ratio,landing_arm_raise,landing_leg_forward,landing_knee_angle,landing_hip_angle,landing_trunk_lean_deg,landing_trunk_lean_signed_deg,landing_midhip_x,landing_kps_conf_mean,landing_kps_conf_min,landing_kps_valid_ratio,has_all_kps_len25,min_phase_conf,prep_frames,takeoff_to_peak_frames,peak_to_landing_frames,flight_frames,forward_dir_sign,entry_trunk_lean_forward_deg,entry_backlean_deg,takeoff_trunk_lean_forward_deg,takeoff_backlean_deg,takeoff_mid_trunk_lean_forward_deg,takeoff_mid_backlean_deg,peak_trunk_lean_forward_deg,peak_backlean_deg,landing_mid_trunk_lean_forward_deg,landing_mid_backlean_deg,landing_trunk_lean_forward_deg,landing_backlean_deg,knee_ext_takeoff_to_peak,arm_raise_takeoff_to_peak,trunk_lean_takeoff_to_landing,trunk_lean_signed_takeoff_to_landing,trunk_lean_forward_takeoff_to_landing,quality_pass,bmi,bmi_group,distance_level
P139,A0176,M,168.0,62.0,250.0,26.0,185.0,189.0,194.0,200.0,206.0,True,-1.027181383657107,-0.0611236711196009,158.7393370271894,175.35523028164937,2.732331469200469,-2.732331469200469,129.66896438598633,0.827158164821173,0.1072602719068527,0.76,-0.2095385328402992,-0.3005604802399004,99.88155052666426,95.72962617922585,62.699043194331765,62.699043194331765,241.7386474609375,0.887241038836931,0.1543243825435638,0.76,-0.6533461155066577,0.1821551705101101,170.65820185860946,166.1685548895167,5.7936053304556605,5.7936053304556605,1156.7242431640625,0.8891067975445798,0.2291168868541717,0.76,-0.4251116402769344,0.2046422703605865,164.5728772552695,168.9532799580208,1.87719716181022,1.87719716181022,1145.2758178710938,0.911058174936395,0.331969141960144,0.76,-0.4226111464107887,0.1739668426758051,173.25033223719572,169.81515245077293,4.751124088881197,-4.751124088881197,1142.3547973632812,0.9369856511291704,0.5771216154098511,0.76,-0.4865573074347881,0.1911694925863612,173.81991690664623,169.90952625628012,6.1950836204626745,-6.1950836204626745,1142.3836669921875,0.9449701419002132,0.6896726489067078,0.76,True,0.827158164821173,159.0,9.0,12.0,21.0,1.0,-2.732331469200469,2.732331469200469,62.699043194331765,-62.699043194331765,5.7936053304556605,-5.7936053304556605,1.87719716181022,-1.87719716181022,-4.751124088881197,4.751124088881197,-6.1950836204626745,6.1950836204626745,64.69132672860525,-0.2155731074366351,-56.50395957386909,-68.89412681479443,-68.89412681479443,True,21.9671201814059,normal,high
P140,A0177,M,183.0,80.0,269.0,7.0,78.0,80.0,82.0,93.0,104.0,True,-0.438218040762149,-0.1853594175607676,176.35397642181397,170.20803603152143,8.176189154361792,8.176189154361792,1147.2064819335938,0.9525020185269808,0.7490014433860779,0.76,-0.4796679901973959,-0.1664998831162912,175.25428171452785,172.29882131711742,2.944088407888158,2.944088407888158,1129.563720703125,0.9549811372631476,0.6996034979820251,0.76,-0.4857620628719302,-0.1360802236521649,175.878126012254,173.15076316825713,2.8527587143769404,2.8527587143769404,1129.1515502929688,0.9547799778612036,0.710831344127655,0.76,-0.4589180973190369,-0.10615444289404,177.83978495747323,173.97055687468583,2.5231151275773183,2.5231151275773183,1130.3485107421875,0.9583504670544676,0.7932633757591248,0.76,-0.4500081785058284,-0.0317300915951375,178.36615068574113,174.77283612946988,1.4806649925029738,1.4806649925029738,1120.4732055664062,0.9572034462502128,0.782472550868988,0.76,-0.736553044043174,0.8227966353507907,98.17841106014193,38.22570450712433,59.23001153386493,59.23001153386493,976.4302368164062,0.7477733343839645,0.1383661925792694,0.68,True,0.7477733343839645,71.0,4.0,22.0,26.0,-1.0,-8.176189154361792,8.176189154361792,-2.944088407888158,2.944088407888158,-2.8527587143769404,2.8527587143769404,-2.5231151275773183,2.5231151275773183,-1.4806649925029738,1.4806649925029738,-59.23001153386493,59.23001153386493,2.5855032429453786,0.0207498928783589,56.28592312597677,56.28592312597677,-56.28592312597677,True,23.888440980620494,normal,high
P141,A0178,F,164.0,62.0,227.0,25.0,281.0,285.0,289.0,295.0,301.0,True,-0.9549617804358392,0.156900140540087,142.22559551700286,144.44642645987557,10.332931525429627,10.332931525429627,89.6363525390625,0.8963721425909745,0.1968622207641601,0.76,-0.1060256086263159,-0.3367781625207285,107.38226491831465,109.6058255873916,56.81294267713812,56.81294267713812,234.65060424804688,0.8469153626968986,0.1265388131141662,0.76,0.5814460748196509,-1.223650448356472,172.33249979646936,166.5538106322726,36.54861522614501,36.54861522614501,433.1090393066406,0.8525088892171258,0.1783643513917923,0.76,0.4935268171302389,-0.9167790864655866,113.1062369378771,172.91906717844745,29.18045462347934,29.18045462347934,545.7476806640625,0.8583625089377165,0.1138325929641723,0.64,-0.7880338168775656,0.5965165011390958,98.39813696622846,64.44514616098611,44.79736143795984,44.79736143795984,682.6621704101562,0.8644087440089175,0.1433968842029571,0.76,-0.6471984310637958,0.5888103039891643,57.09350595933232,34.768430822824094,33.90575572661135,33.90575572661135,861.1333312988281,0.8537946080460268,0.5722256898880005,0.68,True,0.8469153626968986,256.0,8.0,12.0,20.0,1.0,10.332931525429627,-10.332931525429627,56.81294267713812,-56.81294267713812,36.54861522614501,-36.54861522614501,29.18045462347934,-29.18045462347934,44.79736143795984,-44.79736143795984,33.90575572661135,-33.90575572661135,5.723972019562467,0.5995524257565549,-22.907186950526764,-22.907186950526764,-22.907186950526764,True,23.051754907792983,normal,high
P142,A0179,F,165.0,62.0,219.0,29.0,238.0,241.0,245.0,250.0,256.0,True,-0.9620489886022162,-0.0264726232061253,168.28583424471333,171.10337759765653,4.434831573293808,4.434831573293808,99.96431350708008,0.8720129069529081,0.1536841988563537,0.76,-0.3733732501437181,-0.3891465786061246,105.25374100872756,111.97935496751192,55.90263354441748,55.90263354441748,256.0857238769531,0.8874796354456952,0.1669683903455734,0.76,0.4217789648407957,-1.0340499792982845,169.84894098893716,174.57396378132046,36.33324548207145,36.33324548207145,385.13243103027344,0.8215006043513616,0.1203001737594604,0.72,0.4337598991326352,-1.212476704861507,135.003244729053,164.04590098083568,22.42943372327014,22.42943372327014,533.4881286621094,0.8309403833220986,0.310475081205368,0.68,-0.3906167069545339,0.2678293354734893,95.98580401728148,75.24133274743195,48.93277923132023,48.93277923132023,623.92626953125,0.8575572494198295,0.4351236522197723,0.68,-0.5433589886970218,0.7912733656609853,74.72468509571227,30.071481078416834,46.46941767952443,46.46941767952443,817.7392272949219,0.8323527069555389,0.1718161553144455,0.72,True,0.8215006043513616,209.0,7.0,11.0,18.0,1.0,4.434831573293808,-4.434831573293808,55.90263354441748,-55.90263354441748,36.33324548207145,-36.33324548207145,22.42943372327014,-22.42943372327014,48.93277923132023,-48.93277923132023,46.46941767952443,-46.46941767952443,29.74950372032544,0.8071331492763534,-9.43321586489305,-9.43321586489305,-9.43321586489305,True,22.77318640955005,normal,mid
P143,A0180,F,170.0,60.0,229.0,152.0,186.0,190.0,194.0,199.0,204.0,True,0.2332169108860747,-0.1046796022974713,154.65338088481295,167.79893049697682,4.310018081830168,4.310018081830168,174.4424285888672,0.9229615959856244,0.3694214820861816,0.72,-0.2041209250682484,-0.4685773977443339,110.7256667974691,129.10764341647857,47.75820381855838,47.75820381855838,267.1501770019531,0.8914334376653036,0.2576857209205627,0.72,0.7903312596446727,-1.2776834223022244,175.20069701435557,159.1473110994499,27.03761371737161,27.03761371737161,440.3677368164063,0.7654671100409407,0.1028368547558784,0.76,0.407422861512638,-0.7145654421748555,98.313340052041,159.52364987301326,30.51501427927341,30.51501427927341,551.4794921875,0.830324097591288,0.2404662668704986,0.68,-0.6623857946540559,0.7139173400544325,103.39566419789836,56.41071846744086,54.48050666022235,54.48050666022235,665.7005615234375,0.8456292070056263,0.1072831973433494,0.76,-0.617729403935028,0.6935253029623414,62.11757847181323,23.84097776936949,36.12830339634981,36.12830339634981,851.7444763183594,0.8891099418203036,0.2287350744009018,0.72,True,0.7654671100409407,34.0,8.0,10.0,18.0,1.0,4.310018081830168,-4.310018081830168,47.75820381855838,-47.75820381855838,27.03761371737161,-27.03761371737161,30.51501427927341,-30.51501427927341,54.48050666022235,-54.48050666022235,36.12830339634981,-36.12830339634981,-12.412326745428103,0.6115437865808865,-11.629900422208571,-11.629900422208571,-11.629900422208571,True,20.761245674740486,normal,high
P144,A0181,F,165.0,48.0,230.0,13.0,295.0,299.0,304.0,308.0,313.0,True,-0.9504521334928088,-0.1691365936279797,156.78501251606787,169.417490700616,2.816393556395206,2.816393556395206,120.53619384765624,0.9090739668984162,0.1670089215040207,0.76,-0.2747199500622321,-0.4398786788932267,107.8161224696882,114.3344079745871,55.41576260770852,55.41576260770852,257.9204559326172,0.8891669456896029,0.1707533448934555,0.76,0.186377755964618,-1.4151065862781067,172.93279984577077,157.79004832913674,24.166299846055697,24.166299846055697,454.6596374511719,0.8570793242090278,0.117002286016941,0.72,0.2151615476453425,-0.5509472117620275,63.09138259103448,151.13212472899187,24.89583217464674,24.89583217464674,584.8229370117188,0.8482123191157976,0.1259599477052688,0.72,-0.3725157372487418,0.7466565801588412,113.27389259756094,77.82872653498909,34.29677853097091,34.29677853097091,709.3257751464844,0.8819618923099417,0.1871264725923538,0.76,-0.7128814312971221,0.6481995407606083,55.43588147820911,36.07325839629725,32.1089705360141,32.1089705360141,864.5898742675781,0.8400527830753062,0.113560639321804,0.72,True,0.8400527830753062,282.0,9.0,9.0,18.0,1.0,2.816393556395206,-2.816393556395206,55.41576260770852,-55.41576260770852,24.166299846055697,-24.166299846055697,24.89583217464674,-24.89583217464674,34.29677853097091,-34.29677853097091,32.1089705360141,-32.1089705360141,-44.72473987865372,0.4898814977075747,-23.306792071694424,-23.306792071694424,-23.306792071694424,True,17.63085399449036,under,high
P145,A0182,F,166.0,50.0,224.0,29.0,234.0,238.0,242.0,247.0,252.0,True,-1.0146406559373444,0.0644940325832551,149.2479908003295,159.1197876764263,2.514748476011866,2.514748476011866,124.6564483642578,0.9243958419875096,0.2769964337348938,0.76,0.1242186094621901,-0.5369221407176427,116.09594594970956,130.7449962060225,49.98872797039037,49.98872797039037,280.1088562011719,0.8536976559294595,0.1241041421890258,0.72,0.7826508789943909,-1.273218305015598,172.33623283913636,173.20238190545956,39.91547328647339,39.91547328647339,448.6171722412109,0.8285786925177825,0.1529954820871353,0.76,0.5061041835213067,-0.7188005906187247,96.76049547360752,137.68312889308314,49.15985235558992,49.15985235558992,555.0640869140625,0.8516089250059689,0.3808571696281433,0.68,-0.447017779206282,0.6575467372685575,98.3803809133932,47.25534492324704,58.127770651106445,58.127770651106445,661.75830078125,0.8744824756594265,0.5230277180671692,0.68,-0.7572057593829389,0.966186794116336,85.07724145152322,23.30021306560144,51.26212008144954,51.26212008144954,809.3063354492188,0.8591509584118339,0.5664961934089661,0.68,True,0.8285786925177825,205.0,8.0,10.0,18.0,1.0,2.514748476011866,-2.514748476011866,49.98872797039037,-49.98872797039037,39.91547328647339,-39.91547328647339,49.15985235558992,-49.15985235558992,58.127770651106445,-58.127770651106445,51.26212008144954,-51.26212008144954,-19.33545047610204,0.3818855740591166,1.2733921110591666,1.2733921110591666,1.2733921110591666,True,18.144868631151112,under,mid
P146,A0183,F,168.0,70.0,209.0,9.0,234.0,237.0,240.0,244.0,249.0,True,-0.5539919172478501,-0.0196514582156907,166.03396144792146,174.24481520812975,0.7466241332509812,-0.7466241332509812,141.03835678100586,0.9542193224555569,0.5864220261573792,0.76,-0.0164040599665084,-0.4500016686475807,102.82346013557977,111.79191559006895,58.87337627821434,58.87337627821434,264.1174621582031,0.8822375974721379,0.2448755055665969,0.72,0.3747907129433712,-1.2493774535041893,172.6365493604059,177.3731314922537,46.40994101177578,46.40994101177578,411.2468566894531,0.8335544483529197,0.1137777268886566,0.72,0.2346771164307659,-1.3239179942096566,121.70713820261412,175.6721660311362,37.5211367345936,37.5211367345936,513.3970642089844,0.8288774148506277,0.2023593187332153,0.68,-0.2742535506467524,-0.3197109630649952,59.03624281264419,104.67839244593418,45.34718556909457,45.34718556909457,605.0651550292969,0.8442358633405284,0.1593389511108398,0.76,-1.1102453705093656,1.3213869742281084,115.981408249044,20.545158050102167,82.53155781559752,82.53155781559752,769.6327819824219,0.7170830062207054,0.1996354013681411,0.68,True,0.7170830062207054,225.0,6.0,9.0,15.0,1.0,-0.7466241332509812,0.7466241332509812,58.87337627821434,-58.87337627821434,46.40994101177578,-46.40994101177578,37.5211367345936,-37.5211367345936,45.34718556909457,-45.34718556909457,82.53155781559752,-82.53155781559752,18.88367806703438,0.2510811763972743,23.65818153738318,23.65818153738318,23.65818153738318,True,24.801587301587304,over,mid
P147,A0184,F,165.0,54.0,214.0,8.0,153.0,158.0,164.0,168.0,173.0,True,0.057868025993592,0.0721157005386414,171.3571245752511,176.28962721283557,7.603807659790888,-7.603807659790888,122.30487823486328,0.9535795544323168,0.5379391312599182,0.76,-0.6220899011390504,-0.2702927596733344,96.13654185864728,94.54628289442428,61.52483683928592,61.52483683928592,225.06502532958984,0.9067254882109792,0.2182101905345916,0.76,0.3876452240067836,-1.2515063300137972,161.3917036498428,165.28471218989569,27.289064698630074,27.289064698630074,414.6310119628906,0.7600670931370634,0.1198598071932792,0.76,-0.2902674999284991,-0.4397665394198843,77.77441354584093,142.0403003140474,29.769059968770048,29.769059968770048,577.63623046875,0.8745778312808589,0.2124754190444946,0.76,-0.928663788814142,0.6062011223089412,107.65596116075736,56.24374386826982,63.75933325251165,63.75933325251165,647.6788330078125,0.8246243317660532,0.1025683060288429,0.76,-0.916390132723994,0.7836798042684061,76.26765949052502,27.03728818046121,66.61035855957209,66.61035855957209,799.7467651367188,0.8359013176278064,0.1786722391843795,0.76,True,0.7600670931370634,145.0,11.0,9.0,20.0,1.0,-7.603807659790888,7.603807659790888,61.52483683928592,-61.52483683928592,27.289064698630074,-27.289064698630074,29.769059968770048,-29.769059968770048,63.75933325251165,-63.75933325251165,66.61035855957209,-66.61035855957209,-18.36212831280636,0.3318224012105512,5.085521720286174,5.085521720286174,5.085521720286174,True,19.83471074380165,normal,mid
P148,A0185,M,183.0,69.0,270.0,38.0,199.0,204.0,209.0,214.0,220.0,True,-0.9426393231361724,-0.0038644823305946,172.31814100552413,174.67585909768388,2.099198432217898,2.099198432217898,125.18614196777344,0.8644345038031277,0.1127709373831749,0.76,-0.8677307865537713,-0.3174631174697422,94.26981116365005,89.28159890232433,65.87508953645789,65.87508953645789,231.3641891479492,0.9066115727550104,0.2010168731212616,0.76,0.514021570323463,-1.302860500300643,174.18939369112968,172.5734973250917,39.9624326766134,39.9624326766134,466.717025756836,0.7729341960267017,0.1811044365167617,0.76,0.5084755593033807,-0.9355124780590038,120.0257509540532,177.05627721064582,30.215848421973103,30.215848421973103,624.2763977050781,0.8412657783311956,0.2898017466068268,0.68,-1.0204446546439865,0.2763725605493927,95.38223581385492,73.5237014992764,50.99708880551309,50.99708880551309,752.0401611328125,0.8460942326407683,0.1410725116729736,0.76,-0.8156270571263207,0.9680863775208184,91.72991268283393,38.13363812262078,50.35674046178067,50.35674046178067,978.8726806640624,0.8646546345618036,0.1776689141988754,0.72,True,0.7729341960267017,161.0,10.0,11.0,21.0,1.0,2.099198432217898,-2.099198432217898,65.87508953645789,-65.87508953645789,39.9624326766134,-39.9624326766134,30.215848421973103,-30.215848421973103,50.99708880551309,-50.99708880551309,50.35674046178067,-50.35674046178067,25.755939790403147,1.376206345857152,-15.518349074677223,-15.518349074677223,-15.518349074677223,True,20.603780345785182,normal,high
P149,A0186,M,178.0,73.0,268.0,4.0,364.0,367.0,370.0,377.0,384.0,True,-0.7926379726375413,-0.0355628076199844,171.59752255860298,170.8046066425532,6.217918451629613,6.217918451629613,145.30804443359375,0.8071072321189078,0.1672229617834091,0.76,-0.427713858945449,-0.518358077813541,100.13607960841732,112.47181872431526,55.8582191364275,55.8582191364275,258.7453155517578,0.8994430491798803,0.1526694595813751,0.76,-0.6064882454687224,-0.0665771848372416,171.3455412895506,177.07398985379027,1.4476958770737758,1.4476958770737758,55.3111686706543,0.8698957248737937,0.6165273785591125,0.76,-0.5294439280438151,-0.0613321091627268,175.8414732998815,177.387813039472,2.924513136571828,2.924513136571828,53.91833114624024,0.88295515901164,0.6659887433052063,0.76,-0.4697331160919771,-0.1351408560454548,178.3773090028942,173.26609859264232,3.8347710130248176,3.8347710130248176,48.11859130859375,0.8987678838403601,0.6836026310920715,0.76,-0.5430267881263939,-0.0939058462639312,178.6109032775812,172.69294966547005,4.366366015427736,4.366366015427736,40.0505256652832,0.8368598003136484,0.5156141519546509,0.76,True,0.8071072321189078,360.0,6.0,14.0,20.0,-1.0,-6.217918451629613,6.217918451629613,-55.8582191364275,55.8582191364275,-1.4476958770737758,1.4476958770737758,-2.924513136571828,2.924513136571828,-3.8347710130248176,3.8347710130248176,-4.366366015427736,4.366366015427736,75.70539369146418,-0.101730069098366,-51.49185312099976,-51.49185312099976,51.49185312099976,True,23.04002019946976,normal,high
P150,A0187,M,178.0,78.0,215.0,9.0,254.0,257.0,261.0,265.0,270.0,True,-0.8970380846083111,-0.0933497269109509,170.87484337564365,172.424080652116,6.760427648337493,6.760427648337493,137.04837799072266,0.8911199506960417,0.1909188330173492,0.76,-0.5716396564823685,-0.4130250529919107,92.62914014262144,101.51766539788304,62.22130864614572,62.22130864614572,243.43773651123047,0.8563984793267752,0.1013872548937797,0.76,0.5335750973504463,-1.0462819621333757,168.78228562376694,172.65995010484102,49.60023607117135,49.60023607117135,377.3351135253906,0.8539743580751948,0.1624767631292343,0.72,0.2307097539902524,-1.0676638367624398,143.51070085149564,173.22274609422527,42.29905402976173,42.29905402976173,531.4532165527344,0.8784100904184229,0.5172662138938904,0.68,-0.718063832038209,0.0427566321903727,81.81675407458395,62.72170429090564,68.92979813953953,68.92979813953953,607.21435546875,0.8118640905932376,0.1228995770215988,0.76,-1.1890703644465404,0.9166795560871858,111.03234316537548,29.74705116386772,85.17688202582008,85.17688202582008,790.1812744140625,0.8886123720337363,0.5096020698547363,0.68,True,0.8118640905932376,245.0,7.0,9.0,16.0,1.0,6.760427648337493,-6.760427648337493,62.22130864614572,-62.22130864614572,49.60023607117135,-49.60023607117135,42.29905402976173,-42.29905402976173,68.92979813953953,-68.92979813953953,85.17688202582008,-85.17688202582008,50.88156070887419,0.802349410472621,22.95557337967436,22.95557337967436,22.95557337967436,True,24.61810377477591,over,mid
P151,A0188,F,170.0,58.0,190.0,26.0,121.0,126.0,131.0,135.0,139.0,True,-0.4394403827133449,0.069412671423966,175.54019230398393,173.10069022828884,1.7137160292273337,1.7137160292273337,128.2168426513672,0.8808372369722316,0.1112456396222114,0.76,-0.5980560608319594,-0.5002209710273173,117.4061283584022,125.5450047326904,50.94636443878896,50.94636443878896,233.606559753418,0.8990807352881682,0.2185845226049423,0.76,-0.61991323551169,-0.2707211923934247,176.0034656886221,170.21400230525197,3.7607118774550288,3.7607118774550288,67.82139205932617,0.9277093535975406,0.6180741190910339,0.76,-0.6208936399538818,-0.2699026788984088,173.86897113908526,169.87185789452366,2.196402759337112,2.196402759337112,67.97395706176758,0.9219983298527566,0.5627739429473877,0.76,-0.649203295871795,-0.2632579632058505,174.64239672344695,169.75068060714523,2.851115954782825,2.851115954782825,66.98385429382324,0.9184224244795348,0.5744348764419556,0.76,-0.621924972458217,-0.2708650408798617,174.19251871343343,169.79150911238477,2.7788171255038003,2.7788171255038003,67.76293182373047,0.9231795433320498,0.5920511484146118,0.76,True,0.8808372369722316,95.0,10.0,8.0,18.0,-1.0,-1.7137160292273337,1.7137160292273337,-50.94636443878896,50.94636443878896,-3.7607118774550288,3.7607118774550288,-2.196402759337112,2.196402759337112,-2.851115954782825,2.851115954782825,-2.7788171255038003,2.7788171255038003,56.46284278068305,-0.0228375791219224,-48.16754731328516,-48.16754731328516,48.16754731328516,True,20.06920415224914,normal,low
P019,A0189,M,175.0,65.0,185.0,44.0,128.0,132.0,137.0,142.0,148.0,True,-0.8322213106968239,0.0118095062080391,166.4247462824406,169.2436408053364,3.602994841376542,3.602994841376542,140.0723648071289,0.9120442530042246,0.1804360896348953,0.76,0.2978541740685391,-0.3055881218263412,95.57921794676918,100.11901888946603,53.5187552096255,53.5187552096255,203.0739822387696,0.8279945201733533,0.3611963093280792,0.68,0.3622747065181858,-0.7773499529106107,166.2367948843829,175.6448873635885,31.618899476145305,31.618899476145305,348.9231719970703,0.856262887779035,0.1335332989692688,0.76,-0.996022982652913,-0.242866361537726,91.14946491257678,102.80440712521091,45.40728236050728,45.40728236050728,461.50341796875,0.8621307219329634,0.1268129646778106,0.76,-0.3144188248813334,0.5658477511723986,111.69630405156916,68.49564886634148,53.31704209741145,53.31704209741145,580.1624145507812,0.7797376458582125,0.1338174790143966,0.76,-0.4245733605114065,0.7517660291675969,116.61182951878124,72.24581454458652,47.22159952074944,47.22159952074944,739.4621887207031,0.7845509550289104,0.1035601124167442,0.76,True,0.7797376458582125,84.0,9.0,11.0,20.0,1.0,3.602994841376542,-3.602994841376542,53.5187552096255,-53.5187552096255,31.618899476145305,-31.618899476145305,45.40728236050728,-45.40728236050728,53.31704209741145,-53.31704209741145,47.22159952074944,-47.22159952074944,-4.429753034192402,-1.2938771567214522,-6.297155688876067,-6.297155688876067,-6.297155688876067,True,21.22448979591837,normal,low
P020,A0190,M,175.0,80.0,205.0,0.0,66.0,70.0,75.0,78.0,82.0,True,-0.9157162233823948,0.0692259794836366,156.14329996209696,165.33482849254978,0.7903561287221176,-0.7903561287221176,91.7474594116211,0.8186580994062953,0.2496382445096969,0.72,-0.3271328400691791,-0.4319466961171242,103.99826826734638,123.61490094250408,51.14308652582712,51.14308652582712,251.24234008789065,0.8514984489271515,0.1243027225136756,0.76,0.281172427083657,-0.8240557840980376,164.872398513398,174.8132552255967,38.95368764826849,38.95368764826849,409.2453155517578,0.8083741708713419,0.1305927187204361,0.68,-0.4680811487560185,-0.1973464982084922,62.26685195393381,83.73265480262191,50.61239235885333,50.61239235885333,546.9422302246094,0.868824475341373,0.1307005882263183,0.72,-1.0991049239350072,0.7193950538006268,100.98680333901235,47.142273418024985,64.90790536952842,64.90790536952842,628.2774353027344,0.826740709574599,0.1249401271343231,0.76,-1.101351504282193,0.865951663063262,89.73451246740171,42.36516620787634,46.815521451199736,46.815521451199736,774.0407409667969,0.8201796607010894,0.1099704429507255,0.72,True,0.8083741708713419,66.0,9.0,7.0,16.0,1.0,-0.7903561287221176,0.7903561287221176,51.14308652582712,-51.14308652582712,38.95368764826849,-38.95368764826849,50.61239235885333,-50.61239235885333,64.90790536952842,-64.90790536952842,46.815521451199736,-46.815521451199736,-41.731416313412566,-0.1409483086868393,-4.32756507462738,-4.32756507462738,-4.32756507462738,True,26.12244897959184,over,mid
P021,A0191,M,171.0,66.0,205.0,0.0,17.0,20.0,24.0,29.0,34.0,True,-0.5450389412475688,0.0606152678057818,155.63112134295864,137.3645526078825,27.45723494195936,27.45723494195936,148.8663101196289,0.8237224717934927,0.2632786929607391,0.72,-0.1867334581505661,-0.3366219609137773,115.3021471663869,113.38907321852064,54.5661190559457,54.5661190559457,223.91394805908203,0.852816124757131,0.146374762058258,0.72,0.4992536209353223,-1.146802501568254,175.56331695415892,175.63909040884715,39.48651813730452,39.48651813730452,381.9932098388672,0.8514799475669861,0.1984973847866058,0.6,0.3148287900511267,-0.7255436895178775,103.47712496631743,147.83977085075662,36.80257626156282,36.80257626156282,491.7945556640625,0.8454159007352942,0.366604596376419,0.68,-1.120669535770669,0.477285322829921,115.02240040944102,74.4511475834666,55.156517742181016,55.156517742181016,610.69287109375,0.8141831571334287,0.1039778143167495,0.76,-0.6973160585258231,0.8265033811928686,93.4551615860407,46.93654251610444,52.02882379603418,52.02882379603418,763.2121276855469,0.8587567268146409,0.1043573766946792,0.72,True,0.8141831571334287,17.0,7.0,10.0,17.0,1.0,27.45723494195936,-27.45723494195936,54.5661190559457,-54.5661190559457,39.48651813730452,-39.48651813730452,36.80257626156282,-36.80257626156282,55.156517742181016,-55.156517742181016,52.02882379603418,-52.02882379603418,-11.825022200069457,0.5015622482016928,-2.5372952599115166,-2.5372952599115166,-2.5372952599115166,True,22.571047501795427,normal,mid
P022,A0192,F,160.0,42.0,150.0,4.0,13.0,16.0,19.0,23.0,28.0,True,-0.6635834222380262,0.0884710754009523,92.34533671851808,84.83019960002983,50.11870522007673,50.11870522007673,141.56112670898438,0.8200342192461616,0.1826442033052444,0.76,0.1656733723918215,-0.3529651447303951,100.11672385953024,114.93084065325353,48.18583129781507,48.18583129781507,225.7191619873047,0.8637926982421624,0.1124577447772026,0.76,0.1533328901282465,-0.7081160611023771,130.01488757779646,164.06605298832153,25.548679521905783,25.548679521905783,337.5827941894531,0.9018324795696472,0.4125640988349914,0.72,-0.139090403100478,-0.4035105236786415,102.87588891635517,154.8008999548636,17.306908602467725,17.306908602467725,407.0802459716797,0.864329098478744,0.1180344596505165,0.76,-0.8780913072853263,0.6286523794954726,114.27007343146444,93.94452268539612,26.82169519348213,26.82169519348213,482.7385559082031,0.8675880777208429,0.156010091304779,0.76,-0.4420859419594373,0.7076675986312918,84.25649700642543,68.00544930793959,22.58455123720987,22.58455123720987,572.9373168945312,0.8665886148810387,0.1368858963251114,0.72,True,0.8200342192461616,9.0,6.0,9.0,15.0,1.0,50.11870522007673,-50.11870522007673,48.18583129781507,-48.18583129781507,25.548679521905783,-25.548679521905783,17.306908602467725,-17.306908602467725,26.82169519348213,-26.82169519348213,22.58455123720987,-22.58455123720987,2.7591650568249406,-0.3047637754922996,-25.6012800606052,-25.6012800606052,-25.6012800606052,True,16.406249999999996,under,low
